,time,latitude,longitude,,water_depth,,
$SDODC,1:42:07,S42.14.9956,E177.15.1999,A,2721.3,M,A
$SDODC,1:42:17,S42.14.9734,E177.15.2322,A,2721.3,M,A
$SDODC,1:42:27,S42.14.9512,E177.15.2636,A,2722.1,M,A
$SDODC,1:42:37,S42.14.9289,E177.15.2954,A,2722.1,M,A
$SDODC,1:42:47,S42.14.9068,E177.15.3270,A,2722.6,M,A
$SDODC,1:42:57,S42.14.8845,E177.15.3590,A,2722.7,M,A
$SDODC,1:43:07,S42.14.8624,E177.15.3908,A,2722.6,M,A
$SDODC,1:43:17,S42.14.8400,E177.15.4228,A,2723.6,M,A
$SDODC,1:43:27,S42.14.8181,E177.15.4550,A,2723.6,M,A
$SDODC,1:43:37,S42.14.7962,E177.15.4875,A,2724.1,M,A
$SDODC,1:43:47,S42.14.7745,E177.15.5202,A,2723.7,M,A
$SDODC,1:43:57,S42.14.7530,E177.15.5532,A,2724.5,M,A
$SDODC,1:44:07,S42.14.7317,E177.15.5862,A,2724.5,M,A
$SDODC,1:44:17,S42.14.7103,E177.15.6193,A,2725.2,M,A
$SDODC,1:44:27,S42.14.6888,E177.15.6522,A,2725.2,M,A
$SDODC,1:44:37,S42.14.6672,E177.15.6847,A,2725.2,M,A
$SDODC,1:44:47,S42.14.6453,E177.15.7174,A,2725.2,M,A
$SDODC,1:44:57,S42.14.6237,E177.15.7497,A,2725.2,M,A
$SDODC,1:45:07,S42.14.6016,E177.15.7820,A,2726.3,M,A
$SDODC,1:45:17,S42.14.5795,E177.15.8136,A,2726.5,M,A
$SDODC,1:45:27,S42.14.5573,E177.15.8459,A,2726.7,M,A
$SDODC,1:45:37,S42.14.5356,E177.15.8777,A,2726.9,M,A
$SDODC,1:45:47,S42.14.5134,E177.15.9099,A,2727.7,M,A
$SDODC,1:45:57,S42.14.4918,E177.15.9418,A,2727.7,M,A
$SDODC,1:46:07,S42.14.4698,E177.15.9747,A,2728,M,A
$SDODC,1:46:17,S42.14.4482,E177.16.0066,A,2728,M,A
$SDODC,1:46:27,S42.14.4262,E177.16.0391,A,2728.8,M,A
$SDODC,1:46:37,S42.14.4046,E177.16.0710,A,2728.6,M,A
$SDODC,1:46:47,S42.14.3827,E177.16.1033,A,2729.3,M,A
$SDODC,1:46:57,S42.14.3611,E177.16.1353,A,2729.2,M,A
$SDODC,1:47:07,S42.14.3393,E177.16.1678,A,2728.4,M,A
$SDODC,1:47:17,S42.14.3175,E177.16.1997,A,2728.4,M,A
$SDODC,1:47:27,S42.14.2954,E177.16.2321,A,2728.5,M,A
$SDODC,1:47:37,S42.14.2736,E177.16.2642,A,2730.4,M,A
$SDODC,1:47:47,S42.14.2515,E177.16.2966,A,2731,M,A
$SDODC,1:47:57,S42.14.2298,E177.16.3288,A,2730.9,M,A
$SDODC,1:48:07,S42.14.2077,E177.16.3615,A,2731.7,M,A
$SDODC,1:48:17,S42.14.1861,E177.16.3940,A,2731.5,M,A
$SDODC,1:48:27,S42.14.1642,E177.16.4268,A,2732.3,M,A
$SDODC,1:48:37,S42.14.1428,E177.16.4597,A,2732.2,M,A
$SDODC,1:48:47,S42.14.1208,E177.16.4926,A,2733,M,A
$SDODC,1:48:57,S42.14.0990,E177.16.5249,A,2733.1,M,A
$SDODC,1:49:07,S42.14.0773,E177.16.5578,A,2733.5,M,A
$SDODC,1:49:17,S42.14.0555,E177.16.5900,A,2733.6,M,A
$SDODC,1:49:27,S42.14.0336,E177.16.6226,A,2732.6,M,A
$SDODC,1:49:37,S42.14.0122,E177.16.6547,A,2732.7,M,A
$SDODC,1:49:47,S42.13.9902,E177.16.6871,A,2735,M,A
$SDODC,1:49:57,S42.13.9684,E177.16.7190,A,2734.8,M,A
$SDODC,1:50:07,S42.13.9464,E177.16.7513,A,2735.3,M,A
$SDODC,1:50:17,S42.13.9246,E177.16.7831,A,2735.4,M,A
$SDODC,1:50:27,S42.13.9025,E177.16.8150,A,2736,M,A
$SDODC,1:50:37,S42.13.8806,E177.16.8467,A,2735.3,M,A
$SDODC,1:50:47,S42.13.8583,E177.16.8781,A,2736.5,M,A
$SDODC,1:50:57,S42.13.8364,E177.16.9095,A,2736.3,M,A
$SDODC,1:51:07,S42.13.8140,E177.16.9410,A,2737,M,A
$SDODC,1:51:17,S42.13.7923,E177.16.9725,A,2737,M,A
$SDODC,1:51:27,S42.13.7703,E177.17.0047,A,2737.4,M,A
$SDODC,1:51:37,S42.13.7489,E177.17.0366,A,2737.1,M,A
$SDODC,1:51:47,S42.13.7273,E177.17.0693,A,2737.8,M,A
$SDODC,1:51:57,S42.13.7058,E177.17.1017,A,2738,M,A
$SDODC,1:52:07,S42.13.6845,E177.17.1347,A,2738.4,M,A
$SDODC,1:52:17,S42.13.6631,E177.17.1676,A,2738.6,M,A
$SDODC,1:52:27,S42.13.6418,E177.17.2006,A,2739,M,A
$SDODC,1:52:37,S42.13.6203,E177.17.2337,A,2739.2,M,A
$SDODC,1:52:47,S42.13.5989,E177.17.2665,A,2739.2,M,A
$SDODC,1:52:57,S42.13.5773,E177.17.2991,A,2739.6,M,A
$SDODC,1:53:07,S42.13.5556,E177.17.3316,A,2738.7,M,A
$SDODC,1:53:17,S42.13.5337,E177.17.3639,A,2739.9,M,A
$SDODC,1:53:27,S42.13.5118,E177.17.3958,A,2739.9,M,A
$SDODC,1:53:37,S42.13.4899,E177.17.4281,A,2739.9,M,A
$SDODC,1:53:47,S42.13.4682,E177.17.4599,A,2739.9,M,A
$SDODC,1:53:57,S42.13.4463,E177.17.4926,A,2740.8,M,A
$SDODC,1:54:07,S42.13.4250,E177.17.5247,A,2740.8,M,A
$SDODC,1:54:17,S42.13.4029,E177.17.5571,A,2740.8,M,A
$SDODC,1:54:27,S42.13.3815,E177.17.5896,A,2740.8,M,A
$SDODC,1:54:37,S42.13.3601,E177.17.6224,A,2740.8,M,A
$SDODC,1:54:47,S42.13.3383,E177.17.6552,A,2740.8,M,A
$SDODC,1:54:57,S42.13.3169,E177.17.6879,A,2740.8,M,A
$SDODC,1:55:07,S42.13.2952,E177.17.7213,A,2740.8,M,A
$SDODC,1:55:17,S42.13.2739,E177.17.7539,A,2740.8,M,A
$SDODC,1:55:27,S42.13.2520,E177.17.7871,A,2740.8,M,A
$SDODC,1:55:37,S42.13.2306,E177.17.8200,A,2740.8,M,A
$SDODC,1:55:47,S42.13.2091,E177.17.8532,A,2740.8,M,A
$SDODC,1:55:57,S42.13.1878,E177.17.8866,A,0,M,V
$SDODC,1:56:07,S42.13.1667,E177.17.9197,A,0,M,V
$SDODC,1:56:17,S42.13.1451,E177.17.9527,A,0,M,V
$SDODC,1:56:27,S42.13.1237,E177.17.9853,A,0,M,V
$SDODC,1:56:37,S42.13.1023,E177.18.0178,A,0,M,V
$SDODC,1:56:47,S42.13.0810,E177.18.0507,A,2746.5,M,A
$SDODC,1:56:57,S42.13.0597,E177.18.0834,A,2746.6,M,A
$SDODC,1:57:07,S42.13.0380,E177.18.1163,A,2746.5,M,A
$SDODC,1:57:17,S42.13.0170,E177.18.1494,A,2746.7,M,A
$SDODC,1:57:27,S42.12.9956,E177.18.1826,A,2746.7,M,A
$SDODC,1:57:37,S42.12.9742,E177.18.2156,A,2746.7,M,A
$SDODC,1:57:47,S42.12.9531,E177.18.2491,A,2747.7,M,A
$SDODC,1:57:57,S42.12.9319,E177.18.2823,A,2748.1,M,A
$SDODC,1:58:07,S42.12.9107,E177.18.3161,A,2748.5,M,A
$SDODC,1:58:17,S42.12.8899,E177.18.3497,A,2748.8,M,A
$SDODC,1:58:27,S42.12.8691,E177.18.3839,A,2749.1,M,A
$SDODC,1:58:37,S42.12.8483,E177.18.4175,A,2749.3,M,A
$SDODC,1:58:47,S42.12.8271,E177.18.4512,A,2749.8,M,A
$SDODC,1:58:57,S42.12.8062,E177.18.4846,A,2749.7,M,A
$SDODC,1:59:07,S42.12.7846,E177.18.5181,A,2748.9,M,A
$SDODC,1:59:17,S42.12.7633,E177.18.5509,A,2750.3,M,A
$SDODC,1:59:27,S42.12.7417,E177.18.5843,A,2750.8,M,A
$SDODC,1:59:37,S42.12.7202,E177.18.6170,A,2750.7,M,A
$SDODC,1:59:47,S42.12.6989,E177.18.6503,A,2751.2,M,A
$SDODC,1:59:57,S42.12.6777,E177.18.6835,A,2750.6,M,A
$SDODC,2:00:07,S42.12.6564,E177.18.7167,A,2750.6,M,A
$SDODC,2:00:17,S42.12.6353,E177.18.7498,A,2751.7,M,A
$SDODC,2:00:27,S42.12.6140,E177.18.7833,A,2752,M,A
$SDODC,2:00:37,S42.12.5930,E177.18.8163,A,2751.7,M,A
$SDODC,2:00:47,S42.12.5716,E177.18.8499,A,2752.5,M,A
$SDODC,2:00:57,S42.12.5510,E177.18.8832,A,2752.3,M,A
$SDODC,2:01:07,S42.12.5299,E177.18.9167,A,2752.5,M,A
$SDODC,2:01:17,S42.12.5090,E177.18.9501,A,2753.5,M,A
$SDODC,2:01:27,S42.12.4881,E177.18.9839,A,2753.7,M,A
$SDODC,2:01:37,S42.12.4674,E177.19.0175,A,2753.5,M,A
$SDODC,2:01:47,S42.12.4463,E177.19.0512,A,2754,M,A
$SDODC,2:01:57,S42.12.4254,E177.19.0841,A,2754,M,A
$SDODC,2:02:07,S42.12.4038,E177.19.1175,A,2754.5,M,A
$SDODC,2:02:17,S42.12.3830,E177.19.1502,A,2748,M,A
$SDODC,2:02:27,S42.12.3616,E177.19.1834,A,2753.3,M,A
$SDODC,2:02:37,S42.12.3406,E177.19.2160,A,2754.8,M,A
$SDODC,2:02:47,S42.12.3191,E177.19.2487,A,2755.9,M,A
$SDODC,2:02:57,S42.12.2980,E177.19.2813,A,2755.7,M,A
$SDODC,2:03:07,S42.12.2771,E177.19.3142,A,2756.4,M,A
$SDODC,2:03:17,S42.12.2560,E177.19.3469,A,2756.9,M,A
$SDODC,2:03:27,S42.12.2352,E177.19.3797,A,2757.5,M,A
$SDODC,2:03:37,S42.12.2147,E177.19.4127,A,2756,M,A
$SDODC,2:03:47,S42.12.1945,E177.19.4463,A,2758.1,M,A
$SDODC,2:03:57,S42.12.1742,E177.19.4798,A,2753.1,M,A
$SDODC,2:04:07,S42.12.1539,E177.19.5134,A,2759.3,M,A
$SDODC,2:04:17,S42.12.1334,E177.19.5466,A,2759.7,M,A
$SDODC,2:04:27,S42.12.1125,E177.19.5796,A,2759.9,M,A
$SDODC,2:04:37,S42.12.0921,E177.19.6123,A,2759.7,M,A
$SDODC,2:04:47,S42.12.0708,E177.19.6450,A,2760.4,M,A
$SDODC,2:04:57,S42.12.0498,E177.19.6769,A,2759.9,M,A
$SDODC,2:05:07,S42.12.0284,E177.19.7094,A,2760.2,M,A
$SDODC,2:05:17,S42.12.0074,E177.19.7411,A,2759.6,M,A
$SDODC,2:05:27,S42.11.9855,E177.19.7732,A,2760.1,M,A
$SDODC,2:05:37,S42.11.9641,E177.19.8047,A,2759.4,M,A
$SDODC,2:05:47,S42.11.9425,E177.19.8372,A,2759.6,M,A
$SDODC,2:05:57,S42.11.9212,E177.19.8689,A,2759.6,M,A
$SDODC,2:06:07,S42.11.8997,E177.19.9016,A,2759.7,M,A
$SDODC,2:06:17,S42.11.8786,E177.19.9339,A,2760,M,A
$SDODC,2:06:27,S42.11.8574,E177.19.9670,A,2760,M,A
$SDODC,2:06:37,S42.11.8366,E177.20.0000,A,2760.4,M,A
$SDODC,2:06:47,S42.11.8157,E177.20.0333,A,2755.6,M,A
$SDODC,2:06:57,S42.11.7948,E177.20.0665,A,2760.9,M,A
$SDODC,2:07:07,S42.11.7740,E177.20.0996,A,2761.1,M,A
$SDODC,2:07:17,S42.11.7532,E177.20.1326,A,2761.2,M,A
$SDODC,2:07:27,S42.11.7321,E177.20.1655,A,2761.5,M,A
$SDODC,2:07:37,S42.11.7112,E177.20.1984,A,2761.5,M,A
$SDODC,2:07:47,S42.11.6901,E177.20.2312,A,2756.7,M,A
$SDODC,2:07:57,S42.11.6691,E177.20.2641,A,2762,M,A
$SDODC,2:08:07,S42.11.6480,E177.20.2970,A,2762.4,M,A
$SDODC,2:08:17,S42.11.6270,E177.20.3299,A,2757.3,M,A
$SDODC,2:08:27,S42.11.6062,E177.20.3628,A,2762.8,M,A
$SDODC,2:08:37,S42.11.5873,E177.20.3925,A,2758,M,A
$SDODC,2:08:47,S42.11.5646,E177.20.4287,A,2763.2,M,A
$SDODC,2:08:57,S42.11.5437,E177.20.4618,A,2763.7,M,A
$SDODC,2:09:07,S42.11.5226,E177.20.4946,A,2758.5,M,A
$SDODC,2:09:17,S42.11.5019,E177.20.5273,A,2764,M,A
$SDODC,2:09:27,S42.11.4805,E177.20.5599,A,2759.3,M,A
$SDODC,2:09:37,S42.11.4595,E177.20.5922,A,2764.3,M,A
$SDODC,2:09:47,S42.11.4382,E177.20.6246,A,2764.8,M,A
$SDODC,2:09:57,S42.11.4172,E177.20.6568,A,2762.3,M,A
$SDODC,2:10:07,S42.11.3958,E177.20.6892,A,2762.3,M,A
$SDODC,2:10:17,S42.11.3744,E177.20.7210,A,2760.1,M,A
$SDODC,2:10:27,S42.11.3530,E177.20.7533,A,2765.6,M,A
$SDODC,2:10:37,S42.11.3315,E177.20.7852,A,2761.1,M,A
$SDODC,2:10:47,S42.11.3100,E177.20.8171,A,2765.5,M,A
$SDODC,2:10:57,S42.11.2882,E177.20.8493,A,2765.5,M,A
$SDODC,2:11:07,S42.11.2668,E177.20.8811,A,2765.8,M,A
$SDODC,2:11:17,S42.11.2453,E177.20.9137,A,2765.8,M,A
$SDODC,2:11:27,S42.11.2239,E177.20.9459,A,2765.8,M,A
$SDODC,2:11:37,S42.11.2028,E177.20.9787,A,2761.5,M,A
$SDODC,2:11:47,S42.11.1817,E177.21.0117,A,2761.5,M,A
$SDODC,2:11:57,S42.11.1608,E177.21.0447,A,2761.7,M,A
$SDODC,2:12:07,S42.11.1398,E177.21.0782,A,2761.7,M,A
$SDODC,2:12:17,S42.11.1190,E177.21.1114,A,2761.7,M,A
$SDODC,2:12:27,S42.11.0983,E177.21.1451,A,2761.7,M,A
$SDODC,2:12:37,S42.11.0777,E177.21.1785,A,2761.7,M,A
$SDODC,2:12:47,S42.11.0570,E177.21.2119,A,2761.7,M,A
$SDODC,2:12:57,S42.11.0362,E177.21.2449,A,2761.7,M,A
$SDODC,2:13:07,S42.11.0152,E177.21.2777,A,2761.7,M,A
$SDODC,2:13:17,S42.10.9940,E177.21.3101,A,2761.7,M,A
$SDODC,2:13:27,S42.10.9728,E177.21.3424,A,2768.1,M,A
$SDODC,2:13:37,S42.10.9515,E177.21.3746,A,2768.4,M,A
$SDODC,2:13:47,S42.10.9303,E177.21.4069,A,2768.1,M,A
$SDODC,2:13:57,S42.10.9095,E177.21.4388,A,2768.1,M,A
$SDODC,2:14:07,S42.10.8878,E177.21.4712,A,2768.7,M,A
$SDODC,2:14:17,S42.10.8666,E177.21.5038,A,2763.8,M,A
$SDODC,2:14:27,S42.10.8456,E177.21.5365,A,2769.2,M,A
$SDODC,2:14:37,S42.10.8246,E177.21.5694,A,2768,M,A
$SDODC,2:14:47,S42.10.8037,E177.21.6021,A,2769.7,M,A
$SDODC,2:14:57,S42.10.7826,E177.21.6348,A,2769.7,M,A
$SDODC,2:15:07,S42.10.7617,E177.21.6673,A,2769.7,M,A
$SDODC,2:15:17,S42.10.7407,E177.21.7001,A,2769.7,M,A
$SDODC,2:15:27,S42.10.7197,E177.21.7330,A,2769.7,M,A
$SDODC,2:15:37,S42.10.6988,E177.21.7657,A,2769.7,M,A
$SDODC,2:15:47,S42.10.6778,E177.21.7985,A,2769.7,M,A
$SDODC,2:15:57,S42.10.6572,E177.21.8312,A,2769.7,M,A
$SDODC,2:16:07,S42.10.6364,E177.21.8644,A,2769.7,M,A
$SDODC,2:16:17,S42.10.6158,E177.21.8972,A,2769.7,M,A
$SDODC,2:16:27,S42.10.5950,E177.21.9305,A,2775.2,M,A
$SDODC,2:16:37,S42.10.5744,E177.21.9633,A,2775.2,M,A
$SDODC,2:16:47,S42.10.5535,E177.21.9967,A,2776.1,M,A
$SDODC,2:16:57,S42.10.5331,E177.22.0296,A,2776.5,M,A
$SDODC,2:17:07,S42.10.5122,E177.22.0625,A,2777.6,M,A
$SDODC,2:17:17,S42.10.4917,E177.22.0955,A,2777.5,M,A
$SDODC,2:17:27,S42.10.4711,E177.22.1283,A,2778.1,M,A
$SDODC,2:17:37,S42.10.4505,E177.22.1612,A,2778,M,A
$SDODC,2:17:47,S42.10.4297,E177.22.1941,A,2773.5,M,A
$SDODC,2:17:57,S42.10.4092,E177.22.2268,A,2773.4,M,A
$SDODC,2:18:07,S42.10.3885,E177.22.2596,A,2779,M,A
$SDODC,2:18:17,S42.10.3676,E177.22.2921,A,2776.4,M,A
$SDODC,2:18:27,S42.10.3466,E177.22.3250,A,2776.4,M,A
$SDODC,2:18:37,S42.10.3258,E177.22.3575,A,2779.6,M,A
$SDODC,2:18:47,S42.10.3045,E177.22.3901,A,2779.6,M,A
$SDODC,2:18:57,S42.10.2836,E177.22.4224,A,2779.6,M,A
$SDODC,2:19:07,S42.10.2626,E177.22.4552,A,2780.1,M,A
$SDODC,2:19:17,S42.10.2418,E177.22.4879,A,2780.3,M,A
$SDODC,2:19:27,S42.10.2208,E177.22.5209,A,2780.2,M,A
$SDODC,2:19:37,S42.10.2001,E177.22.5536,A,2779.9,M,A
$SDODC,2:19:47,S42.10.1789,E177.22.5864,A,2780.1,M,A
$SDODC,2:19:57,S42.10.1581,E177.22.6191,A,2780.1,M,A
$SDODC,2:20:07,S42.10.1371,E177.22.6526,A,2780.1,M,A
$SDODC,2:20:17,S42.10.1166,E177.22.6858,A,2780.1,M,A
$SDODC,2:20:27,S42.10.0957,E177.22.7192,A,2780.1,M,A
$SDODC,2:20:37,S42.10.0750,E177.22.7526,A,2780.1,M,A
$SDODC,2:20:47,S42.10.0544,E177.22.7861,A,2780.1,M,A
$SDODC,2:20:57,S42.10.0337,E177.22.8195,A,2780.1,M,A
$SDODC,2:21:07,S42.10.0132,E177.22.8528,A,2780.3,M,A
$SDODC,2:21:17,S42.09.9926,E177.22.8863,A,2780.3,M,A
$SDODC,2:21:27,S42.09.9721,E177.22.9193,A,2780.3,M,A
$SDODC,2:21:37,S42.09.9516,E177.22.9527,A,2780.3,M,A
$SDODC,2:21:47,S42.09.9311,E177.22.9858,A,2781.4,M,A
$SDODC,2:21:57,S42.09.9107,E177.23.0193,A,2781.4,M,A
$SDODC,2:22:07,S42.09.8904,E177.23.0525,A,2781.4,M,A
$SDODC,2:22:17,S42.09.8699,E177.23.0858,A,2781.4,M,A
$SDODC,2:22:27,S42.09.8496,E177.23.1186,A,2781.4,M,A
$SDODC,2:22:37,S42.09.8290,E177.23.1515,A,2781.4,M,A
$SDODC,2:22:47,S42.09.8086,E177.23.1841,A,2781.4,M,A
$SDODC,2:22:57,S42.09.7876,E177.23.2169,A,2781.4,M,A
$SDODC,2:23:07,S42.09.7671,E177.23.2491,A,2781.4,M,A
$SDODC,2:23:17,S42.09.7457,E177.23.2817,A,2781.4,M,A
$SDODC,2:23:27,S42.09.7247,E177.23.3138,A,2781.4,M,A
$SDODC,2:23:37,S42.09.7033,E177.23.3464,A,2781.4,M,A
$SDODC,2:23:47,S42.09.6823,E177.23.3785,A,0,M,V
$SDODC,2:23:57,S42.09.6604,E177.23.4112,A,0,M,V
$SDODC,2:24:07,S42.09.6397,E177.23.4435,A,0,M,V
$SDODC,2:24:17,S42.09.6185,E177.23.4772,A,0,M,V
$SDODC,2:24:27,S42.09.5978,E177.23.5105,A,2785.2,M,A
$SDODC,2:24:37,S42.09.5769,E177.23.5447,A,2786.3,M,A
$SDODC,2:24:47,S42.09.5566,E177.23.5788,A,2785.8,M,A
$SDODC,2:24:57,S42.09.5360,E177.23.6132,A,2786.6,M,A
$SDODC,2:25:07,S42.09.5158,E177.23.6476,A,2786.3,M,A
$SDODC,2:25:17,S42.09.4954,E177.23.6822,A,2785.8,M,A
$SDODC,2:25:27,S42.09.4752,E177.23.7165,A,2786.8,M,A
$SDODC,2:25:37,S42.09.4547,E177.23.7507,A,2787.5,M,A
$SDODC,2:25:47,S42.09.4339,E177.23.7846,A,2786.9,M,A
$SDODC,2:25:57,S42.09.4133,E177.23.8183,A,2788.2,M,A
$SDODC,2:26:07,S42.09.3921,E177.23.8520,A,2788.2,M,A
$SDODC,2:26:17,S42.09.3711,E177.23.8851,A,2788.2,M,A
$SDODC,2:26:27,S42.09.3498,E177.23.9183,A,2789.9,M,A
$SDODC,2:26:37,S42.09.3287,E177.23.9513,A,2790.1,M,A
$SDODC,2:26:47,S42.09.3071,E177.23.9841,A,2790.9,M,A
$SDODC,2:26:57,S42.09.2856,E177.24.0164,A,2791.1,M,A
$SDODC,2:27:07,S42.09.2641,E177.24.0490,A,2791.5,M,A
$SDODC,2:27:17,S42.09.2423,E177.24.0813,A,2791.7,M,A
$SDODC,2:27:27,S42.09.2210,E177.24.1141,A,2791.5,M,A
$SDODC,2:27:37,S42.09.1996,E177.24.1467,A,2790,M,A
$SDODC,2:27:47,S42.09.1785,E177.24.1799,A,2789.6,M,A
$SDODC,2:27:57,S42.09.1577,E177.24.2130,A,2790,M,A
$SDODC,2:28:07,S42.09.1365,E177.24.2463,A,2790.1,M,A
$SDODC,2:28:17,S42.09.1160,E177.24.2794,A,2789.8,M,A
$SDODC,2:28:27,S42.09.0950,E177.24.3133,A,2792.1,M,A
$SDODC,2:28:37,S42.09.0749,E177.24.3465,A,2791.8,M,A
$SDODC,2:28:47,S42.09.0541,E177.24.3806,A,2792.5,M,A
$SDODC,2:28:57,S42.09.0341,E177.24.4144,A,2791.1,M,A
$SDODC,2:29:07,S42.09.0139,E177.24.4488,A,2791.2,M,A
$SDODC,2:29:17,S42.08.9935,E177.24.4829,A,2791.2,M,A
$SDODC,2:29:27,S42.08.9736,E177.24.5173,A,2791.2,M,A
$SDODC,2:29:37,S42.08.9528,E177.24.5515,A,2791.2,M,A
$SDODC,2:29:47,S42.08.9325,E177.24.5851,A,2791.2,M,A
$SDODC,2:29:57,S42.08.9119,E177.24.6191,A,2791.2,M,A
$SDODC,2:30:07,S42.08.8914,E177.24.6526,A,2791.2,M,A
$SDODC,2:30:17,S42.08.8707,E177.24.6865,A,2791.2,M,A
$SDODC,2:30:27,S42.08.8500,E177.24.7199,A,2791.3,M,A
$SDODC,2:30:37,S42.08.8292,E177.24.7536,A,2793.8,M,A
$SDODC,2:30:47,S42.08.8084,E177.24.7869,A,2793.8,M,A
$SDODC,2:30:57,S42.08.7872,E177.24.8200,A,2794.6,M,A
$SDODC,2:31:07,S42.08.7657,E177.24.8529,A,2794.6,M,A
$SDODC,2:31:17,S42.08.7444,E177.24.8856,A,2794.6,M,A
$SDODC,2:31:27,S42.08.7230,E177.24.9188,A,2794.6,M,A
$SDODC,2:31:37,S42.08.7017,E177.24.9514,A,2796,M,A
$SDODC,2:31:47,S42.08.6802,E177.24.9848,A,2796.6,M,A
$SDODC,2:31:57,S42.08.6595,E177.25.0179,A,2796.5,M,A
$SDODC,2:32:07,S42.08.6382,E177.25.0513,A,2796.2,M,A
$SDODC,2:32:17,S42.08.6172,E177.25.0844,A,2796.2,M,A
$SDODC,2:32:27,S42.08.5960,E177.25.1178,A,2796.2,M,A
$SDODC,2:32:37,S42.08.5750,E177.25.1511,A,2797.8,M,A
$SDODC,2:32:47,S42.08.5540,E177.25.1845,A,2798.1,M,A
$SDODC,2:32:57,S42.08.5330,E177.25.2182,A,2798.3,M,A
$SDODC,2:33:07,S42.08.5120,E177.25.2516,A,2797.9,M,A
$SDODC,2:33:17,S42.08.4910,E177.25.2854,A,2797.9,M,A
$SDODC,2:33:27,S42.08.4699,E177.25.3188,A,2799.1,M,A
$SDODC,2:33:37,S42.08.4489,E177.25.3522,A,2799.1,M,A
$SDODC,2:33:47,S42.08.4278,E177.25.3854,A,2799.1,M,A
$SDODC,2:33:57,S42.08.4068,E177.25.4189,A,2799.1,M,A
$SDODC,2:34:07,S42.08.3858,E177.25.4521,A,2799.1,M,A
$SDODC,2:34:17,S42.08.3648,E177.25.4859,A,2799.1,M,A
$SDODC,2:34:27,S42.08.3438,E177.25.5191,A,2799.1,M,A
$SDODC,2:34:37,S42.08.3224,E177.25.5524,A,2799.1,M,A
$SDODC,2:34:47,S42.08.3017,E177.25.5861,A,2799.1,M,A
$SDODC,2:34:57,S42.08.2808,E177.25.6205,A,2799.1,M,A
$SDODC,2:35:07,S42.08.2602,E177.25.6542,A,2799.1,M,A
$SDODC,2:35:17,S42.08.2391,E177.25.6885,A,2799.1,M,A
$SDODC,2:35:27,S42.08.2185,E177.25.7223,A,0,M,V
$SDODC,2:35:37,S42.08.1973,E177.25.7562,A,0,M,V
$SDODC,2:35:47,S42.08.1764,E177.25.7897,A,0,M,V
$SDODC,2:35:57,S42.08.1552,E177.25.8235,A,0,M,V
$SDODC,2:36:07,S42.08.1341,E177.25.8569,A,0,M,V
$SDODC,2:36:17,S42.08.1130,E177.25.8903,A,0,M,V
$SDODC,2:36:27,S42.08.0915,E177.25.9235,A,0,M,V
$SDODC,2:36:37,S42.08.0704,E177.25.9563,A,0,M,V
$SDODC,2:36:47,S42.08.0488,E177.25.9894,A,0,M,V
$SDODC,2:36:57,S42.08.0275,E177.26.0218,A,0,M,V
$SDODC,2:37:07,S42.08.0060,E177.26.0547,A,0,M,V
$SDODC,2:37:17,S42.07.9845,E177.26.0872,A,0,M,V
$SDODC,2:37:27,S42.07.9632,E177.26.1203,A,0,M,V
$SDODC,2:37:37,S42.07.9421,E177.26.1538,A,0,M,V
$SDODC,2:37:47,S42.07.9210,E177.26.1867,A,0,M,V
$SDODC,2:37:57,S42.07.8997,E177.26.2201,A,0,M,V
$SDODC,2:38:07,S42.07.8792,E177.26.2532,A,0,M,V
$SDODC,2:38:17,S42.07.8580,E177.26.2867,A,2806.5,M,A
$SDODC,2:38:27,S42.07.8374,E177.26.3196,A,2806.5,M,A
$SDODC,2:38:37,S42.07.8168,E177.26.3533,A,2806.9,M,A
$SDODC,2:38:47,S42.07.7960,E177.26.3863,A,2807.2,M,A
$SDODC,2:38:57,S42.07.7753,E177.26.4196,A,2807.5,M,A
$SDODC,2:39:07,S42.07.7547,E177.26.4526,A,2807.7,M,A
$SDODC,2:39:17,S42.07.7335,E177.26.4855,A,2807,M,A
$SDODC,2:39:27,S42.07.7128,E177.26.5186,A,2807,M,A
$SDODC,2:39:37,S42.07.6919,E177.26.5516,A,2807,M,A
$SDODC,2:39:47,S42.07.6708,E177.26.5846,A,2807,M,A
$SDODC,2:39:57,S42.07.6501,E177.26.6175,A,2807.1,M,A
$SDODC,2:40:07,S42.07.6289,E177.26.6509,A,2807.1,M,A
$SDODC,2:40:17,S42.07.6105,E177.26.6807,A,2807.1,M,A
$SDODC,2:40:27,S42.07.5877,E177.26.7181,A,2807.1,M,A
$SDODC,2:40:37,S42.07.5673,E177.26.7517,A,2812.7,M,A
$SDODC,2:40:47,S42.07.5468,E177.26.7857,A,2812.7,M,A
$SDODC,2:40:57,S42.07.5267,E177.26.8199,A,2810,M,A
$SDODC,2:41:07,S42.07.5065,E177.26.8541,A,2810.6,M,A
$SDODC,2:41:17,S42.07.4861,E177.26.8882,A,2810.6,M,A
$SDODC,2:41:27,S42.07.4657,E177.26.9218,A,2810.2,M,A
$SDODC,2:41:37,S42.07.4452,E177.26.9560,A,2810.2,M,A
$SDODC,2:41:47,S42.07.4251,E177.26.9893,A,2810.2,M,A
$SDODC,2:41:57,S42.07.4044,E177.27.0235,A,2810.2,M,A
$SDODC,2:42:07,S42.07.3841,E177.27.0563,A,2810.2,M,A
$SDODC,2:42:17,S42.07.3633,E177.27.0899,A,2810.2,M,A
